repository_name,repository_url,file_path,line_number,code_snippet,explanation
IMPETUS-UdeS/rule4ml,https://github.com/IMPETUS-UdeS/rule4ml,rule4ml/models/architectures.py,627,"if torch.cuda.is_available() and os.environ.get(""CUDA_VISIBLE_DEVICES"") not in [",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
apcamargo/genomad,https://github.com/apcamargo/genomad,genomad/modules/nn_classification.py,8,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""-1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
Mortiniera/collaborative-image-inpainting,https://github.com/Mortiniera/collaborative-image-inpainting,src/inpaint_main.py,58,os.environ['CUDA_VISIBLE_DEVICES'] = FLAGS.gpu_index,Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
Testing4AI/RobOT,https://github.com/Testing4AI/RobOT,MNIST/evaluate.py,8,"os.environ[""CUDA_VISIBLE_DEVICES""]=""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
SiavashBarqiJaniar/DRL_PBHWN,https://github.com/SiavashBarqiJaniar/DRL_PBHWN,new_state/9/train/DQN_brain.py,4,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""2""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
WallaceLiu/recommendation_algorithm,https://github.com/WallaceLiu/recommendation_algorithm,推荐系统算法实践—源码下载/第19章Notebook实践/Debug_TF_LR.py,27,"os.environ[""CUDA_VISIBLE_DEVICES""]=""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
Ascend/ModelZoo-TensorFlow,https://github.com/Ascend/ModelZoo-TensorFlow,TensorFlow/contrib/cv/Pix2pose_ID1164_for_TensorFlow/src/tools_pix2pose/3_train_pix2pose.py,58,os.environ['CUDA_VISIBLE_DEVICES'] = gpu_id,Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
mit-caml/multitask-patients,https://github.com/mit-caml/multitask-patients,run_mortality_prediction.py,1219,"os.environ[""CUDA_VISIBLE_DEVICES""] = FLAGS.gpu_num",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
bmda-unibas/DeepArchetypeAnalysis,https://github.com/bmda-unibas/DeepArchetypeAnalysis,daa_JAFFE.py,509,os.environ['CUDA_VISIBLE_DEVICES'] = str(args.gpu),Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
yuriautsumi/CultureNet-Autism,https://github.com/yuriautsumi/CultureNet-Autism,models.py,10,"os.environ['CUDA_VISIBLE_DEVICES'] = '0, 1'",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
antkillerfarm/antkillerfarm_crazy,https://github.com/antkillerfarm/antkillerfarm_crazy,python/ml/tensorflow/kmeans.py,10,"os.environ[""CUDA_VISIBLE_DEVICES""] = """"",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
zzzDavid/ICDAR-2019-SROIE,https://github.com/zzzDavid/ICDAR-2019-SROIE,task1/CTPN Method/main/demo.py,58,os.environ['CUDA_VISIBLE_DEVICES'] = FLAGS.gpu,Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
SiavashBarqiJaniar/DRL_PBHWN,https://github.com/SiavashBarqiJaniar/DRL_PBHWN,new_state/1(4)/DQN_brain.py,4,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""2""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
pereira-gha/activefire,https://github.com/pereira-gha/activefire,src/train/kumar-roy/unet_16f_2conv_762/inference.py,69,"os.environ[""CUDA_VISIBLE_DEVICES""] = str(CUDA_DEVICE)",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
acadTags/Explainable-Automated-Medical-Coding,https://github.com/acadTags/Explainable-Automated-Medical-Coding,HLAN/model_predict_util.py,108,"os.environ[""CUDA_VISIBLE_DEVICES""]=""-1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
cornell-zhang/llm-datatypes,https://github.com/cornell-zhang/llm-datatypes,neural_compressor/model/model.py,118,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""-1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
hagabbar/vitamin_c,https://github.com/hagabbar/vitamin_c,vitamin_c/vitamin_c_new.py,595,"os.environ[""CUDA_VISIBLE_DEVICES""]=gpu_num",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
florensacc/rllab-curriculum,https://github.com/florensacc/rllab-curriculum,curriculum/experiments/goals/goal_ant/ant_gan_algo.py,18,os.environ['CUDA_VISIBLE_DEVICES'] = '',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
nthu-datalab/On.the.Trade-off.between.Adversarial.and.Backdoor.Robustness,https://github.com/nthu-datalab/On.the.Trade-off.between.Adversarial.and.Backdoor.Robustness,cifar10/cifar10_exp_local_trigger_adversarial.py,8,os.environ['CUDA_VISIBLE_DEVICES'] = str(gpu),Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
lslrh/DMA,https://github.com/lslrh/DMA,scripts/feature_fusion/nuscenes_fcclip.py,2,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""9""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
le-liang/wcmlbook,https://github.com/le-liang/wcmlbook,ch2/Figure_2.13/CNN4CE-main/SFT-CNN/SFT_CNN_2fre2time_train_further.py,10,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
AutomatedProgramRepair-2021/dear-auto-fix,https://github.com/AutomatedProgramRepair-2021/dear-auto-fix,DEAR/treecaps/main.py,42,os.environ['CUDA_VISIBLE_DEVICES'] = opt.cuda,Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
UCLACOMPSCI/Image-Classification,https://github.com/UCLACOMPSCI/Image-Classification,onn_mask_train.py,15,"os.environ[""CUDA_VISIBLE_DEVICES""]=""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
yahoo/TensorFlowOnSpark,https://github.com/yahoo/TensorFlowOnSpark,tensorflowonspark/TFNode.py,120,os.environ['CUDA_VISIBLE_DEVICES'] = gpus_to_use,Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
yahoo/TensorFlowOnSpark,https://github.com/yahoo/TensorFlowOnSpark,tensorflowonspark/TFNode.py,145,os.environ['CUDA_VISIBLE_DEVICES'] = '',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
PINTO0309/PINTO_model_zoo,https://github.com/PINTO0309/PINTO_model_zoo,326_YOLOPv2/post_process_gen_tools/make_box_gather_nd.py,2,os.environ['CUDA_VISIBLE_DEVICES'] = '-1',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
yongzhuo/Keras-TextClassification,https://github.com/yongzhuo/Keras-TextClassification,keras_textclassification/__init__.py,16,"os.environ[""CUDA_VISIBLE_DEVICES""] = os.environ.get(""CUDA_VISIBLE_DEVICES"", ""-1"")  # ""0,1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
yangxue0827/RotationDetection,https://github.com/yangxue0827/RotationDetection,tools/r3det_bcd/train_swa.py,25,"os.environ[""CUDA_VISIBLE_DEVICES""] = cfgs.GPU_GROUP",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
AlexanderLutsenko/nobuco,https://github.com/AlexanderLutsenko/nobuco,examples/broadcast.py,2,"os.environ[""CUDA_VISIBLE_DEVICES""] = """"",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
DetectionTeamUCAS/RetinaNet_Tensorflow_Rotation,https://github.com/DetectionTeamUCAS/RetinaNet_Tensorflow_Rotation,tools/multi_gpu_train.py,22,"os.environ[""CUDA_VISIBLE_DEVICES""] = cfgs.GPU_GROUP",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
chingchan1996/ECG-Arrhythmia-Classification-in-2D-CNN,https://github.com/chingchan1996/ECG-Arrhythmia-Classification-in-2D-CNN,train_model_personal_classweight.py,17,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""7""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
wanggrun/Learning-Feature-Pyramids,https://github.com/wanggrun/Learning-Feature-Pyramids,tensorpack-installed/examples/ImageNetModels/inception-bn.py,165,os.environ['CUDA_VISIBLE_DEVICES'] = args.gpu,Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
RobustStabilityGuaranteeRL/RobustStabilityGuaranteeRL,https://github.com/RobustStabilityGuaranteeRL/RobustStabilityGuaranteeRL,robustness_eval.py,9,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
ywz978020607/History,https://github.com/ywz978020607/History,cv研究生日常Lab/my_code/毕设/code_training_NP/main_train_FtFromStep1.py,143,"os.environ['CUDA_VISIBLE_DEVICES'] = ""2""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
yhlleo/GAN-Metrics,https://github.com/yhlleo/GAN-Metrics,eval.py,37,os.environ['CUDA_VISIBLE_DEVICES'] = args.gpu_id,Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
stanfordnlp/mac-network,https://github.com/stanfordnlp/mac-network,main.py,658,"os.environ[""CUDA_VISIBLE_DEVICES""] = config.gpus",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
rymc/n2d,https://github.com/rymc/n2d,n2d.py,28,"os.environ[""CUDA_VISIBLE_DEVICES""] = str(sys.argv[2])",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
musikisomorphie/wgan-div,https://github.com/musikisomorphie/wgan-div,fid.py,221,os.environ['CUDA_VISIBLE_DEVICES'] = args.gpu,Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
ok1zjf/LBAE,https://github.com/ok1zjf/LBAE,fid.py,328,os.environ['CUDA_VISIBLE_DEVICES'] = args.gpu,Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
Artaches/SSAN-self-attention-sentiment-analysis-classification,https://github.com/Artaches/SSAN-self-attention-sentiment-analysis-classification,san.py,791,"os.environ[""CUDA_VISIBLE_DEVICES""] = gpus",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
ArleneYuZhiwei/Pun-Generation,https://github.com/ArleneYuZhiwei/Pun-Generation,nmt.py,35,os.environ['CUDA_VISIBLE_DEVICES'] = '0',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
jiyegege/AnimeGANv2_Tensorflow2,https://github.com/jiyegege/AnimeGANv2_Tensorflow2,pre.py,11,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
siqi13579/ctr_Keras,https://github.com/siqi13579/ctr_Keras,lr.py,18,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
MaziarMF/deep-k-means,https://github.com/MaziarMF/deep-k-means,dcn.py,71,os.environ['CUDA_VISIBLE_DEVICES'] = '-1' # Run on CPU instead of GPU if batch_size is small,Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
zysszy/TreeGen,https://github.com/zysszy/TreeGen,run.py,14,"os.environ[""CUDA_VISIBLE_DEVICES""]=""5""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
jpzhang1810/NAA,https://github.com/jpzhang1810/NAA,NAA.py,60,"os.environ[""CUDA_VISIBLE_DEVICES""] = FLAGS.GPU_ID",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
dreasysnail/CoCon,https://github.com/dreasysnail/CoCon,s2s.py,54,os.environ['CUDA_VISIBLE_DEVICES'] = str(GPUID),Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
Cyberheroess/Quze,https://github.com/Cyberheroess/Quze,GPU.py,14,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
Cyberheroess/Quze,https://github.com/Cyberheroess/Quze,GPU.py,17,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""-1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
zouguojian/Traffic-speed-prediction,https://github.com/zouguojian/Traffic-speed-prediction,3S-TBLN/baselines/ConvLSTM/train.py,15,os.environ['CUDA_VISIBLE_DEVICES'] = '6',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
clark-s-dev/MAS,https://github.com/clark-s-dev/MAS,src/train_miccai2018.py,72,"os.environ[""CUDA_VISIBLE_DEVICES""]=str(gpu_id)",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
YaneZhang/KBQA_zh,https://github.com/YaneZhang/KBQA_zh,qa_pipeline/chinese_ner.py,18,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
AlexanderLutsenko/nobuco,https://github.com/AlexanderLutsenko/nobuco,examples/yolo8.py,2,"os.environ[""CUDA_VISIBLE_DEVICES""] = """"",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
thanosvlo/Twin_Causal_Nets,https://github.com/thanosvlo/Twin_Causal_Nets,Kenyan_train/train_kenyan_twin_z_a_link.py,215,"os.environ[""CUDA_VISIBLE_DEVICES""] = args.gpu",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
THUIR/ACCM,https://github.com/THUIR/ACCM,src/BaseModel.py,333,"os.environ[""CUDA_VISIBLE_DEVICES""] = args.gpu",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
erictzeng/adda,https://github.com/erictzeng/adda,tools/eval_segmentation.py,84,os.environ['CUDA_VISIBLE_DEVICES'] = gpu,Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
TachibanaYoshino/Remote-sensing-image-semantic-segmentation-tf2,https://github.com/TachibanaYoshino/Remote-sensing-image-semantic-segmentation-tf2,train_custom.py,16,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
liuruoze/Thought-SC2,https://github.com/liuruoze/Thought-SC2,tmp/clone_eleven_eval_mini_srcgame_add_map_bn.py,8,"os.environ[""CUDA_VISIBLE_DEVICES""] = USED_DEVICES",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
wujcan/SGL-TensorFlow,https://github.com/wujcan/SGL-TensorFlow,main.py,29,"os.environ[""CUDA_VISIBLE_DEVICES""] = gpu_id",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
ML-TANGO/TANGO,https://github.com/ML-TANGO/TANGO,labelling/Model/Predict/RealTimePredictor.py,532,"os.environ[""CUDA_VISIBLE_DEVICES""] = str(gpuIdx)",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
hi-zhengcheng/multi-label-classification,https://github.com/hi-zhengcheng/multi-label-classification,evaluate.py,130,"os.environ['CUDA_VISIBLE_DEVICES'] = """"",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
Quincy1994/smp2018,https://github.com/Quincy1994/smp2018,train/word_rcnn.py,5,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
adwardlee/multitask-end-to-end-video-captioning,https://github.com/adwardlee/multitask-end-to-end-video-captioning,tf_attribute_train.py,21,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
lilei1129/xuelang_AI_round1andround2,https://github.com/lilei1129/xuelang_AI_round1andround2,复赛/other_codes/prediect_cut320.py,44,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
haiphanNJIT/PrivateDeepLearning,https://github.com/haiphanNJIT/PrivateDeepLearning,AdLM/Cifar10/dpLRP/dpLRP_Cifar10.py,18,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
kimbring2/minecraft_ai,https://github.com/kimbring2/minecraft_ai,run_evaluation.py,37,os.environ['CUDA_VISIBLE_DEVICES'] = '-1',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
Tigeryang93/text_classification_keras,https://github.com/Tigeryang93/text_classification_keras,code/Transformer/eval.py,16,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
Hellcatzm/ImgFastNeuralStyleTransfer_TensorFlow,https://github.com/Hellcatzm/ImgFastNeuralStyleTransfer_TensorFlow,general_net.py,6,"os.environ[""CUDA_VISIBLE_DEVICES""]=""-1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
lvqiujie/Mol2Context-vec,https://github.com/lvqiujie/Mol2Context-vec,tasks/tox21/get_tox_data.py,91,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
yrqUni/TAAC2020,https://github.com/yrqUni/TAAC2020,trans_0_001_val/trans_0_001_val.py,77,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
yrqUni/TAAC2020,https://github.com/yrqUni/TAAC2020,trans_0_001_val/trans_0_001_val.py,79,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
Thinklab-SJTU/DCL_RetinaNet_Tensorflow,https://github.com/Thinklab-SJTU/DCL_RetinaNet_Tensorflow,tools/multi_gpu_train_refine_dcl.py,24,"os.environ[""CUDA_VISIBLE_DEVICES""] = cfgs.GPU_GROUP",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
mcmillco/funcom,https://github.com/mcmillco/funcom,predict.py,135,os.environ['CUDA_VISIBLE_DEVICES'] = gpu,Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
MedicineBiology-AI/EEG-DTI,https://github.com/MedicineBiology-AI/EEG-DTI,main_yamanashi.py,20,"os.environ['CUDA_VISIBLE_DEVICES'] = ""6""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
XuhuiM/PPINN,https://github.com/XuhuiM/PPINN,ODE_MPI/odesolver.py,8,os.environ['CUDA_VISIBLE_DEVICES']='-1',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
pulver22/QLAB,https://github.com/pulver22/QLAB,deep_reinforced_landing/src/descending/descending_train.py,28,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
yiyang92/vae_for_text,https://github.com/yiyang92/vae_for_text,train_rnnlm.py,30,"os.environ[""CUDA_VISIBLE_DEVICES""]=params['gpu']",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
VisionLearningGroup/taskcv-2017-public,https://github.com/VisionLearningGroup/taskcv-2017-public,classification/model/ADDA/tools/eval_segmentation.py,84,os.environ['CUDA_VISIBLE_DEVICES'] = gpu,Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
liuruoze/Thought-SC2,https://github.com/liuruoze/Thought-SC2,train_script/clone_eleven_eval_mini_srcgame_add_map_bn.py,8,"os.environ[""CUDA_VISIBLE_DEVICES""] = USED_DEVICES",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
mmcc-xx/BirdCAGE,https://github.com/mmcc-xx/BirdCAGE,BirdNET-Analyzer/model.py,3,os.environ['CUDA_VISIBLE_DEVICES'] = '',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
Thinklab-SJTU/R3Det_Tensorflow,https://github.com/Thinklab-SJTU/R3Det_Tensorflow,tools/multi_gpu_train.py,22,"os.environ[""CUDA_VISIBLE_DEVICES""] = cfgs.GPU_GROUP",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
XuhuiM/Multi-Fidelity-DNNs-PINNs,https://github.com/XuhuiM/Multi-Fidelity-DNNs-PINNs,mf_func.py,6,os.environ['CUDA_VISIBLE_DEVICES']='-1',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
cao-cong/RViDeNet,https://github.com/cao-cong/RViDeNet,sRGB_to_raw.py,12,"os.environ[""CUDA_VISIBLE_DEVICES""] = '0'",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
Melon-Xu/PSTLFusion,https://github.com/Melon-Xu/PSTLFusion,main.py,6,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""2""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
neuronets/trained-models,https://github.com/neuronets/trained-models,UCL/SynthSeg/1.0.0/predict.py,52,os.environ['CUDA_VISIBLE_DEVICES'] = '-1',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
charlesXu86/Chatbot_Utils,https://github.com/charlesXu86/Chatbot_Utils,Base_model/sentiment/sentiment_classifier_v2.py,33,os.environ['CUDA_VISIBLE_DEVICES'] = '2',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
suhitaghosh10/UATS,https://github.com/suhitaghosh10/UATS,dataset_specific/skin_2D/expts/skin_uats_softmax.py,25,"os.environ[""CUDA_VISIBLE_DEVICES""] = args.gpu_num",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
zzzxxxttt/SimpleDepthEstimation,https://github.com/zzzxxxttt/SimpleDepthEstimation,tools/extract_waymo_data.py,10,"os.environ[""CUDA_VISIBLE_DEVICES""] = '-1'",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
wanggrun/Learning-Feature-Pyramids,https://github.com/wanggrun/Learning-Feature-Pyramids,tensorpack-installed/examples/DoReFa-Net/alexnet-dorefa.py,253,os.environ['CUDA_VISIBLE_DEVICES'] = args.gpu,Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
HaozhengLi/EAST_ICPR,https://github.com/HaozhengLi/EAST_ICPR,multigpu_train.py,71,os.environ['CUDA_VISIBLE_DEVICES'] = FLAGS.gpu_list,Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
DexterZeng/EAE,https://github.com/DexterZeng/EAE,CombEA/main-ite.py,18,"os.environ[""CUDA_VISIBLE_DEVICES""]=""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
fewshotreg/Few-Shot-Regression,https://github.com/fewshotreg/Few-Shot-Regression,neural_process.py,26,"os.environ[""CUDA_VISIBLE_DEVICES""] = FLAGS.gpu",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
